state-city,start_zipcode,end_zipcode
NY-Reading Center,14876,14876
NY-Red Creek,13143,13143
NY-Red Hook,12571,12571
NY-Redfield,13437,13437
NY-Redford,12978,12978
NY-Redwood,13679,13679
NY-Rego Park,11374,11374
NY-Remsen,13438,13438
NY-Remsenburg,11960,11960
NY-Rensselaer,12144,12144
NY-Rensselaer Falls,13680,13680
NY-Rensselaerville,12147,12147
NY-Retsof,14539,14539
NY-Rexford,12148,12148
NY-Rexville,14877,14877
NY-Rhinebeck,12572,12572
NY-Rhinecliff,12574,12574
NY-Richburg,14774,14774
NY-Richfield Springs,13439,13439
NY-Richford,13835,13835
NY-Richland,13144,13144
NY-Richmond Hill,11418,11418
NY-Richmondville,12149,12149
NY-Richville,13681,13681
NY-Ridge,11961,11961
NY-Ridgewood,11385,11386
NY-Rifton,12471,12471
NY-Riparius,12862,12862
NY-Ripley,14775,14775
NY-Riverhead,11901,11901
NY-Rochester,14602,14694
NY-Rock City Falls,12863,12863
NY-Rock Hill,12775,12775
NY-Rock Stream,14878,14878
NY-Rock Tavern,12575,12575
NY-Rockaway Park,11694,11694
NY-Rockville Centre,11570,11571
NY-Rocky Point,11778,11778
NY-Rodman,13682,13682
NY-Rome,13440,13449
NY-Romulus,14541,14541
NY-Ronkonkoma,11779,11779
NY-Roosevelt,11575,11575
NY-Rooseveltown,13683,13683
NY-Roscoe,12776,12776
NY-Rose,14542,14542
NY-Roseboom,13450,13450
NY-Rosedale,11422,11422
NY-Rosendale,12472,12472
NY-Roslyn,11576,11576
NY-Roslyn Heights,11577,11577
NY-Rotterdam Junction,12150,12150
NY-Round Lake,12151,12151
NY-Round Top,12473,12473
NY-Rouses Point,12979,12979
NY-Roxbury,12474,12474
NY-Ruby,12475,12475
NY-Rush,14543,14543
NY-Rushford,14777,14777
NY-Rushville,14544,14544
NY-Russell,13684,13684
NY-Rye,10580,10580
NY-Sabael,12864,12864
NY-Sackets Harbor,13685,13685
NY-Sag Harbor,11963,11963
NY-Sagaponack,11962,11962
NY-Saint Albans,11412,11412
NY-Saint Bonaventure,14778,14778
NY-Saint James,11780,11780
NY-Saint Johnsville,13452,13452
NY-Saint Regis Falls,12980,12980
NY-Salamanca,14779,14779
NY-Salem,12865,12865
NY-Salisbury Center,13454,13454
NY-Salisbury Mills,12577,12577
NY-Salt Point,12578,12578
NY-Sanborn,14132,14132
NY-Sand Lake,12153,12153
NY-Sandusky,14133,14133
NY-Sandy Creek,13145,13145
NY-Sangerfield,13455,13455
NY-Saranac,12981,12981
NY-Saranac Lake,12983,12983
NY-Saratoga Springs,12866,12866
NY-Sardinia,14134,14134
NY-Saugerties,12477,12477
NY-Sauquoit,13456,13456
NY-Savannah,13146,13146
NY-Savona,14879,14879
NY-Sayville,11782,11782
NY-Scarsdale,10583,10583
NY-Schaghticoke,12154,12154
NY-Schenectady,12301,12345
NY-Schenevus,12155,12155
NY-Schodack Landing,12156,12156
NY-Schoharie,12157,12157
NY-Schroon Lake,12870,12870
NY-Schuyler Falls,12985,12985
NY-Schuyler Lake,13457,13457
NY-Schuylerville,12871,12871
NY-Scio,14880,14880
NY-Scipio Center,13147,13147
NY-Scottsburg,14545,14545
NY-Scottsville,14546,14546
NY-Sea Cliff,11579,11579
NY-Seaford,11783,11783
NY-Selden,11784,11784
NY-Selkirk,12158,12158
NY-Seneca Castle,14547,14547
NY-Seneca Falls,13148,13148
NY-Severance,12872,12872
NY-Shandaken,12480,12480
NY-Sharon Springs,13459,13459
NY-Shelter Island,11964,11964
NY-Shelter Island Heights,11965,11965
NY-Shenorock,10587,10587
NY-Sherburne,13460,13460
NY-Sheridan,14135,14135
NY-Sherman,14781,14781
NY-Sherrill,13461,13461
NY-Shirley,11967,11967
NY-Shokan,12481,12481
NY-Shoreham,11786,11786
NY-Shortsville,14548,14548
NY-Shrub Oak,10588,10588
NY-Shushan,12873,12873
NY-Sidney,13838,13838
NY-Sidney Center,13839,13839
NY-Silver Bay,12874,12874
NY-Silver Creek,14136,14136
NY-Silver Lake,14549,14549
NY-Silver Springs,14550,14550
NY-Sinclairville,14782,14782
NY-Skaneateles,13152,13152
NY-Skaneateles Falls,13153,13153
NY-Slate Hill,10973,10973
NY-Slaterville Springs,14881,14881
NY-Slingerlands,12159,12159
NY-Sloansville,12160,12160
NY-Sloatsburg,10974,10974
NY-Smallwood,12778,12778
NY-Smithboro,13840,13840
NY-Smithtown,11787,11787
NY-Smithville Flats,13841,13841
NY-Smyrna,13464,13464
NY-Sodus,14551,14551
NY-Sodus Point,14555,14555
NY-Solsville,13465,13465
NY-Somers,10589,10589
NY-Sonyea,14556,14556
NY-Sound Beach,11789,11789
NY-South Bethlehem,12161,12161
NY-South Butler,13154,13154
NY-South Byron,14557,14557
NY-South Cairo,12482,12482
NY-South Colton,13687,13687
NY-South Dayton,14138,14138
NY-South Fallsburg,12779,12779
NY-South Glens Falls,12803,12803
NY-South Jamesport,11970,11970
NY-South Kortright,13842,13842
NY-South Lima,14558,14558
NY-South New Berlin,13843,13843
NY-South Otselic,13155,13155
NY-South Ozone Park,11420,11420
NY-South Plymouth,13844,13844
NY-South Richmond Hill,11419,11419
NY-South Salem,10590,10590
NY-South Wales,14139,14139
NY-Southampton,11968,11969
NY-Southfields,10975,10975
NY-Southold,11971,11971
NY-Sparkill,10976,10976
NY-Sparrow Bush,12780,12780
NY-Speculator,12164,12164
NY-Spencer,14883,14883
NY-Spencerport,14559,14559
NY-Spencertown,12165,12165
NY-Speonk,11972,11972
NY-Sprakers,12166,12166
NY-Spring Brook,14140,14140
NY-Spring Glen,12483,12483
NY-Spring Valley,10977,10977
NY-Springfield Center,13468,13468
NY-Springfield Gardens,11413,11413
NY-Springville,14141,14141
NY-Springwater,14560,14560
NY-Staatsburg,12580,12580
NY-Stafford,14143,14143
NY-Stamford,12167,12167
NY-Stanfordville,12581,12581
NY-Stanley,14561,14561
NY-Star Lake,13690,13690
NY-Staten Island,10301,10314
NY-Steamburg,14783,14783
NY-Stella Niagara,14144,14144
NY-Stephentown,12168,12169
NY-Sterling,13156,13156
NY-Sterling Forest,10979,10979
NY-Stillwater,12170,12170
NY-Stittville,13469,13469
NY-Stockton,14784,14784
NY-Stone Ridge,12484,12484
NY-Stony Brook,11790,11794
NY-Stony Creek,12878,12878
NY-Stony Point,10980,10980
NY-Stormville,12582,12582
NY-Stottville,12172,12172
NY-Stow,14785,14785
NY-Stratford,13470,13470
NY-Strykersville,14145,14145
NY-Stuyvesant,12173,12173
NY-Stuyvesant Falls,12174,12174
NY-Suffern,10901,10901
NY-Sugar Loaf,10981,10981
NY-Summit,12175,12175
NY-Summitville,12781,12781
NY-Sunnyside,11104,11104
NY-Surprise,12176,12176
NY-Swain,14884,14884
NY-Swan Lake,12783,12783
NY-Sylvan Beach,13157,13157
NY-Syosset,11773,11791
NY-Syracuse,13201,13290
NY-Taberg,13471,13471
NY-Tallman,10982,10982
NY-Tannersville,12485,12485
NY-Tappan,10983,10983
NY-Tarrytown,10591,10591
NY-Thendara,13472,13472
NY-Theresa,13691,13691
NY-Thiells,10984,10984
NY-Thompson Ridge,10985,10985
NY-Thompsonville,12784,12784
NY-Thornwood,10594,10594
NY-Thousand Island Park,13692,13692
NY-Three Mile Bay,13693,13693
NY-Ticonderoga,12883,12883
NY-Tillson,12486,12486
NY-Tioga Center,13845,13845
NY-Tivoli,12583,12583
NY-Tomkins Cove,10986,10986
NY-Tonawanda,14150,14151
NY-Treadwell,13846,13846
NY-Tribes Hill,12177,12177
NY-Troupsburg,14885,14885
NY-Trout Creek,13847,13847
NY-Troy,12180,12183
NY-Trumansburg,14886,14886
NY-Truxton,13158,13158
NY-Tuckahoe,10707,10707
NY-Tully,13159,13159
NY-Tunnel,13848,13848
NY-Tupper Lake,12986,12986
NY-Turin,13473,13473
NY-Tuxedo Park,10987,10987
NY-Tyrone,14887,14887
NY-Ulster Park,12487,12487
NY-Unadilla,13849,13849
NY-Union Hill,14563,14563
NY-Union Springs,13160,13160
NY-Uniondale,11553,11556
NY-Unionville,10988,10988
NY-Upper Jay,12987,12987
NY-Upton,11973,11973
NY-Utica,13501,13599
NY-Vails Gate,12584,12584
NY-Valatie,12184,12184
NY-Valhalla,10595,10595
NY-Valley Cottage,10989,10989
NY-Valley Falls,12185,12185
NY-Valley Stream,11580,11582
NY-Van Buren Point,14166,14166
NY-Van Etten,14889,14889
NY-Van Hornesville,13475,13475
NY-Varysburg,14167,14167
NY-Verbank,12585,12585
NY-Vermontville,12989,12989
NY-Vernon,13476,13476
NY-Vernon Center,13477,13477
NY-Verona,13478,13478
NY-Verona Beach,13162,13162
NY-Verplanck,10596,10596
NY-Versailles,14168,14168
NY-Vestal,13850,13851
NY-Victor,14564,14564
NY-Victory Mills,12884,12884
NY-Voorheesville,12186,12186
NY-Waccabuc,10597,10597
NY-Waddington,13694,13694
NY-Wading River,11792,11792
NY-Wainscott,11975,11975
NY-Walden,12586,12586
NY-Wales Center,14169,14169
NY-Walker Valley,12588,12588
NY-Wallkill,12589,12589
NY-Walton,13856,13856
NY-Walworth,14568,14568
NY-Wampsville,13163,13163
NY-Wanakena,13695,13695
NY-Wantagh,11793,11793
NY-Wappingers Falls,12590,12590
NY-Warners,13164,13164
NY-Warnerville,12187,12187
NY-Warrensburg,12885,12885
NY-Warsaw,14569,14569
NY-Warwick,10990,10990
NY-Washington Mills,13479,13479
NY-Washingtonville,10992,10992
NY-Wassaic,12592,12592
NY-Water Mill,11976,11976
NY-Waterford,12188,12188
NY-Waterloo,13165,13165
NY-Waterport,14571,14571
NY-Watertown,13601,13603
NY-Waterville,13480,13480
NY-Watervliet,12189,12189
NY-Watkins Glen,14891,14891
NY-Waverly,14892,14892
NY-Wawarsing,12489,12489
NY-Wayland,14572,14572
NY-Wayne,14893,14893
NY-Webster,14580,14580
NY-Weedsport,13166,13166
NY-Wellesley Island,13640,13640
NY-Wells,12190,12190
NY-Wells Bridge,13859,13859
NY-Wellsburg,14894,14894
NY-Wellsville,14895,14895
NY-West Babylon,11704,11707
NY-West Bloomfield,14585,14585
NY-West Burlington,13482,13482
NY-West Camp,12490,12490
NY-West Chazy,12992,12992
NY-West Clarksville,14786,14786
NY-West Coxsackie,12192,12192
NY-West Davenport,13860,13860
NY-West Eaton,13484,13484
NY-West Edmeston,13485,13485
NY-West Falls,14170,14170
NY-West Fulton,12194,12194
NY-West Harrison,10604,10604
NY-West Haverstraw,10993,10993
NY-West Hempstead,11552,11552
NY-West Henrietta,14586,14586
NY-West Hurley,12491,12491
NY-West Islip,11795,11795
NY-West Kill,12492,12492
NY-West Lebanon,12195,12195
NY-West Leyden,13489,13489
NY-West Monroe,13167,13167
NY-West Nyack,10994,10994
NY-West Oneonta,13861,13861
NY-West Park,12493,12493
NY-West Point,10996,10997
NY-West Sand Lake,12196,12196
NY-West Sayville,11796,11796
NY-West Shokan,12494,12494
NY-West Stockholm,13696,13696
NY-West Valley,14171,14171
NY-West Winfield,13491,13491
NY-Westbrookville,12785,12785
NY-Westbury,11590,11590
NY-Westdale,13483,13483
NY-Westerlo,12193,12193
NY-Westernville,13486,13486
NY-Westfield,14787,14787
NY-Westford,13488,13488
NY-Westhampton,11977,11977
NY-Westhampton Beach,11978,11978
NY-Westmoreland,13490,13490
NY-Westons Mills,14788,14788
NY-Westport,12993,12993
NY-Westtown,10998,10998
NY-Wevertown,12886,12886
NY-Whippleville,12995,12995
NY-White Lake,12786,12786
NY-White Plains,10601,10610
NY-White Sulphur Springs,12787,12787
NY-Whitehall,12887,12887
NY-Whitesboro,13492,13492
NY-Whitestone,11357,11357
NY-Whitesville,14897,14897
NY-Whitney Point,13862,13862
NY-Willard,14588,14588
NY-Willet,13863,13863
NY-Williamson,14589,14589
NY-Williamstown,13493,13493
NY-Williston Park,11596,11596
NY-Willow,12495,12495
NY-Willsboro,12996,12996
NY-Willseyville,13864,13864
NY-Wilmington,12997,12997
NY-Wilson,14172,14172
NY-Windham,12496,12496
NY-Windsor,13865,13865
NY-Wingdale,12594,12594
NY-Winthrop,13697,13697
NY-Witherbee,12998,12998
NY-Wolcott,14590,14590
NY-Woodbourne,12788,12788
NY-Woodbury,11797,11797
NY-Woodgate,13494,13494
NY-Woodhaven,11421,11421
NY-Woodhull,14898,14898
NY-Woodmere,11598,11598
NY-Woodridge,12789,12789
NY-Woodside,11377,11377
NY-Woodstock,12498,12498
NY-Worcester,12197,12197
NY-Wurtsboro,12790,12790
NY-Wyandanch,11798,11798
NY-Wynantskill,12198,12198
NY-Wyoming,14591,14591
NY-Yaphank,11980,11980
NY-Yonkers,10701,10710
NY-York,14592,14592
NY-Yorkshire,14173,14173
NY-Yorktown Heights,10598,10598
NY-Yorkville,13495,13495
NY-Youngstown,14174,14174
NY-Youngsville,12791,12791
NY-Yulan,12792,12792
OH-Aberdeen,45101,45101
OH-Ada,45810,45810
OH-Adamsville,43802,43802
OH-Addyston,45001,45001
OH-Adelphi,43101,43101
OH-Adena,43901,43901
OH-Akron,44301,44398
OH-Albany,45710,45710
OH-Alexandria,43001,43001
OH-Alger,45812,45812
OH-Alledonia,43902,43902
OH-Alliance,44601,44601
OH-Alpha,45301,45301
OH-Alvada,44802,44802
OH-Alvordton,43501,43501
OH-Amanda,43102,43102
OH-Amelia,45102,45102
OH-Amesville,45711,45711
OH-Amherst,44001,44001
OH-Amlin,43002,43002
OH-Amsterdam,43903,43903
OH-Andover,44003,44003
OH-Anna,45302,45302
OH-Ansonia,45303,45303
OH-Antwerp,45813,45813
OH-Apple Creek,44606,44606
OH-Arcadia,44804,44804
OH-Arcanum,45304,45304
OH-Archbold,43502,43502
OH-Arlington,45814,45814
OH-Ashland,44805,44805
OH-Ashley,43003,43003
OH-Ashtabula,44004,44005
OH-Ashville,43103,43103
OH-Athens,45701,45701
OH-Attica,44807,44807
OH-Atwater,44201,44201
OH-Augusta,44607,44607
OH-Aurora,44202,44202
OH-Austinburg,44010,44010
OH-Ava,43711,43711
OH-Avon,44011,44011
OH-Avon Lake,44012,44012
OH-Bainbridge,45612,45612
OH-Bakersville,43803,43803
OH-Baltic,43804,43804
OH-Baltimore,43105,43105
OH-Bannock,43972,43972
OH-Barberton,44203,44203
OH-Barlow,45712,45712
OH-Barnesville,43713,43713
OH-Bartlett,45713,45713
OH-Barton,43905,43905
OH-Bascom,44809,44809
OH-Batavia,45103,45103
OH-Bath,44210,44210
OH-Bay Village,44140,44140
OH-Beach City,44608,44608
OH-Beachwood,44122,44122
OH-Beallsville,43716,43716
OH-Beaver,45613,45613
OH-Beaverdam,45808,45808
OH-Bedford,44146,44146
OH-Bellaire,43906,43906
OH-Bellbrook,45305,45305
OH-Belle Center,43310,43310
OH-Belle Valley,43717,43717
OH-Bellefontaine,43311,43311
OH-Bellevue,44811,44811
OH-Bellville,44813,44813
OH-Belmont,43718,43718
OH-Belmore,45815,45815
OH-Beloit,44609,44609
OH-Belpre,45714,45714
OH-Benton Ridge,45816,45816
OH-Bentonville,45105,45105
OH-Berea,44017,44017
OH-Bergholz,43908,43908
OH-Berkey,43504,43504
OH-Berlin,44610,44610
OH-Berlin Center,44401,44401
OH-Berlin Heights,44814,44814
OH-Bethel,45106,45106
OH-Bethesda,43719,43719
OH-Bettsville,44815,44815
OH-Beverly,45715,45715
OH-Bidwell,45614,45614
OH-Big Prairie,44611,44611
OH-Birmingham,44816,44816
OH-Blacklick,43004,43004
OH-Bladensburg,43005,43005
OH-Blaine,43909,43909
OH-Blakeslee,43505,43505
OH-Blanchester,45107,45107
OH-Blissfield,43805,43805
OH-Bloomdale,44817,44817
OH-Bloomingburg,43106,43106
OH-Bloomingdale,43910,43910
OH-Bloomville,44818,44818
OH-Blue Creek,45616,45616
OH-Blue Rock,43720,43720
OH-Bluffton,45817,45817
OH-Bolivar,44612,44612
OH-Botkins,45306,45306
OH-Bourneville,45617,45617
OH-Bowerston,44695,44695
OH-Bowersville,45307,45307
OH-Bowling Green,43402,43403
OH-Bradford,45308,45308
OH-Bradner,43406,43406
OH-Brady Lake,44211,44211
OH-Brecksville,44141,44141
OH-Bremen,43107,43107
OH-Brewster,44613,44613
OH-Brice,43109,43109
OH-Bridgeport,43912,43912
OH-Brilliant,43913,43913
OH-Brinkhaven,43006,43006
OH-Bristolville,44402,44402
OH-Broadview Heights,44147,44147
OH-Broadway,43007,43007
OH-Brookfield,44403,44403
OH-Brookpark,44142,44142
OH-Brookville,45309,45309
OH-Brownsville,43721,43721
OH-Brunswick,44212,44212
OH-Bryan,43506,43506
OH-Buchtel,45716,45716
OH-Buckeye Lake,43008,43008
OH-Buckland,45819,45819
OH-Bucyrus,44820,44820
OH-Buffalo,43722,43722
OH-Burbank,44214,44214
OH-Burghill,44404,44404
OH-Burgoon,43407,43407
OH-Burkettsville,45310,45310
OH-Burton,44021,44021
OH-Butler,44822,44822
OH-Byesville,43723,43723
OH-Cable,43009,43009
OH-Cadiz,43907,43907
OH-Cairo,45820,45820
OH-Caldwell,43724,43724
OH-Caledonia,43314,43314
OH-Cambridge,43725,43725
OH-Camden,45311,45311
OH-Cameron,43914,43914
OH-Camp Dennison,45111,45111
OH-Campbell,44405,44405
OH-Canal Fulton,44614,44614
OH-Canal Winchester,43110,43110
OH-Canfield,44406,44406
OH-Canton,44701,44799
OH-Carbon Hill,43111,43111
OH-Carbondale,45717,45717
OH-Cardington,43315,43315
OH-Carey,43316,43316
OH-Carroll,43112,43112
OH-Carrollton,44615,44615
OH-Casstown,45312,45312
OH-Castalia,44824,44824
OH-Catawba,43010,43010
OH-Cecil,45821,45821
OH-Cedarville,45314,45314
OH-Celina,45822,45822
OH-Centerburg,43011,43011
OH-Chagrin Falls,44022,44023
OH-Chandlersville,43727,43727
OH-Chardon,44024,44024
OH-Charm,44617,44617
OH-Chatfield,44825,44825
OH-Chauncey,45719,45719
OH-Cherry Fork,45618,45618
OH-Chesapeake,45619,45619
OH-Cheshire,45620,45620
OH-Chester,45720,45720
OH-Chesterhill,43728,43728
OH-Chesterland,44026,44026
OH-Chesterville,43317,43317
OH-Chickasaw,45826,45826
OH-Chillicothe,45601,45601
OH-Chilo,45112,45112
OH-Chippewa Lake,44215,44215
OH-Christiansburg,45389,45389
OH-Cincinnati,45201,45999
OH-Circleville,43113,43113
OH-Clarington,43915,43915
OH-Clarksburg,43115,43115
OH-Clarksville,45113,45113
OH-Clay Center,43408,43408
OH-Clayton,45315,45315
OH-Cleveland,44101,44199
OH-Cleves,45002,45002
OH-Clifton,45316,45316
OH-Clinton,44216,44216
OH-Cloverdale,45827,45827
OH-Clyde,43410,43410
OH-Coal Run,45721,45721
OH-Coalton,45621,45621
OH-Coldwater,45828,45828
OH-Colerain,43916,43916
OH-College Corner,45003,45003
OH-Collins,44826,44826
OH-Collinsville,45004,45004
OH-Colton,43510,43510
OH-Columbia Station,44028,44028
OH-Columbiana,44408,44408
OH-Columbus,43085,43291
OH-Columbus Grove,45830,45830
OH-Commercial Point,43116,43116
OH-Conesville,43811,43811
OH-Conneaut,44030,44030
OH-Conover,45317,45317
OH-Continental,45831,45831
OH-Convoy,45832,45832
OH-Coolville,45723,45723
OH-Corning,43730,43730
OH-Cortland,44410,44410
OH-Coshocton,43812,43812
OH-Covington,45318,45318
OH-Creola,45622,45622
OH-Crestline,44827,44827
OH-Creston,44217,44217
OH-Crooksville,43731,43731
OH-Croton,43013,43013
OH-Crown City,45623,45623
OH-Cuba,45114,45114
OH-Cumberland,43732,43732
OH-Curtice,43412,43412
OH-Custar,43511,43511
OH-Cutler,45724,45724
OH-Cuyahoga Falls,44221,44223
OH-Cygnet,43413,43413
OH-Cynthiana,45624,45624
OH-Dalton,44618,44618
OH-Damascus,44619,44619
OH-Danville,43014,43014
OH-Dayton,45401,45490
OH-De Graff,43318,43318
OH-Decatur,45115,45115
OH-Deerfield,44411,44411
OH-Deersville,44693,44693
OH-Defiance,43512,43512
OH-Delaware,43015,43015
OH-Dellroy,44620,44620
OH-Delphos,45833,45833
OH-Delta,43515,43515
OH-Dennison,44621,44621
OH-Derby,43117,43117
OH-Derwent,43733,43733
OH-Deshler,43516,43516
OH-Dexter City,45727,45727
OH-Diamond,44412,44412
OH-Dillonvale,43917,43917
OH-Dola,45835,45835
OH-Donnelsville,45319,45319
OH-Dorset,44032,44032
OH-Dover,44622,44622
OH-Doylestown,44230,44230
OH-Dresden,43821,43821
OH-Dublin,43016,43017
OH-Dunbridge,43414,43414
OH-Duncan Falls,43734,43734
OH-Dundee,44624,44624
OH-Dunkirk,45836,45836
OH-Dupont,45837,45837
OH-East Canton,44730,44730
OH-East Claridon,44033,44033
OH-East Fultonham,43735,43735
OH-East Liberty,43319,43319
OH-East Liverpool,43920,43920
OH-East Palestine,44413,44413
OH-East Rochester,44625,44625
OH-East Sparta,44626,44626
OH-East Springfield,43925,43925
OH-Eastlake,44095,44097
OH-Eaton,45320,45320
OH-Edgerton,43517,43517
OH-Edison,43320,43320
OH-Edon,43518,43518
OH-Eldorado,45321,45321
OH-Elgin,45838,45838
OH-Elkton,44415,44415
OH-Ellsworth,44416,44416
OH-Elmore,43416,43416
OH-Elyria,44035,44036
OH-Empire,43926,43926
OH-Englewood,45322,45322
OH-Enon,45323,45323
OH-Etna,43018,43018
OH-Euclid,44117,44132
OH-Evansport,43519,43519
OH-Fairborn,45324,45324
OH-Fairfield,45014,45018
OH-Fairlawn,44334,44334
OH-Fairpoint,43927,43927
OH-Fairview,43736,43736
OH-Farmdale,44417,44417
OH-Farmer,43520,43520
OH-Farmersville,45325,45325
OH-Fayette,43521,43521
OH-Fayetteville,45118,45118
OH-Feesburg,45119,45119
OH-Felicity,45120,45120
OH-Findlay,45839,45840
OH-Flat Rock,44828,44828
OH-Fleming,45729,45729
OH-Fletcher,45326,45326
OH-Flushing,43977,43977
OH-Forest,45843,45843
OH-Fort Jennings,45844,45844
OH-Fort Loramie,45845,45845
OH-Fort Recovery,45846,45846
OH-Fostoria,44830,44830
OH-Fowler,44418,44418
OH-Frankfort,45628,45628
OH-Franklin,45005,45005
OH-Franklin Furnace,45629,45629
OH-Frazeysburg,43822,43822
OH-Fredericksburg,44627,44627
OH-Fredericktown,43019,43019
OH-Freeport,43973,43973
OH-Fremont,43420,43420
OH-Fresno,43824,43824
OH-Friendship,45630,45630
OH-Fulton,43321,43321
OH-Fultonham,43738,43738
OH-Galena,43021,43021
OH-Galion,44833,44833
OH-Gallipolis,45631,45631
OH-Galloway,43119,43119
OH-Gambier,43022,43022
OH-Garrettsville,44231,44231
OH-Gates Mills,44040,44040
OH-Geneva,44041,44041
OH-Genoa,43430,43430
OH-Georgetown,45121,45121
OH-Germantown,45327,45327
OH-Gettysburg,45328,45328
OH-Gibsonburg,43431,43431
OH-Girard,44420,44420
OH-Glandorf,45848,45848
OH-Glencoe,43928,43928
OH-Glenford,43739,43739
OH-Glenmont,44628,44628
OH-Glouster,45732,45732
OH-Gnadenhutten,44629,44629
OH-Gomer,45809,45809
OH-Goshen,45122,45122
OH-Grafton,44044,44044
OH-Grand Rapids,43522,43522
OH-Grand River,44045,44045
OH-Granville,43023,43023
OH-Gratiot,43740,43740
OH-Gratis,45330,45330
OH-Graysville,45734,45734
OH-Graytown,43432,43432
OH-Green,44232,44232
OH-Green Camp,43322,43322
OH-Green Springs,44836,44836
OH-Greenfield,45123,45123
OH-Greenford,44422,44422
OH-Greentown,44630,44630
OH-Greenville,45331,45331
OH-Greenwich,44837,44837
OH-Grelton,43523,43523
OH-Grove City,43123,43123
OH-Groveport,43125,43199
OH-Grover Hill,45849,45849
OH-Guysville,45735,45735
OH-Gypsum,43433,43433
OH-Hallsville,45633,45633
OH-Hamden,45634,45634
OH-Hamersville,45130,45130
OH-Hamilton,45011,45015
OH-Hamler,43524,43524
OH-Hammondsville,43930,43930
OH-Hannibal,43931,43931
OH-Hanoverton,44423,44423
OH-Harbor View,43434,43434
OH-Harpster,43323,43323
OH-Harrisburg,43126,43126
OH-Harrison,45030,45030
OH-Harrisville,43974,43974
OH-Harrod,45850,45850
OH-Hartford,44424,44424
OH-Hartville,44632,44632
OH-Harveysburg,45032,45032
OH-Haskins,43525,43525
OH-Haverhill,45636,45636
OH-Haviland,45851,45851
OH-Haydenville,43127,43127
OH-Hayesville,44838,44838
OH-Heath,43056,43056
OH-Hebron,43025,43025
OH-Helena,43435,43435
OH-Hicksville,43526,43526
OH-Higginsport,45131,45131
OH-Highland,45132,45132
OH-Hilliard,43026,43026
OH-Hillsboro,45133,45133
OH-Hinckley,44233,44233
OH-Hiram,44234,44234
OH-Hockingport,45739,45739
OH-Holgate,43527,43527
OH-Holland,43528,43528
OH-Hollansburg,45332,45332
OH-Holloway,43985,43985
OH-Holmesville,44633,44633
OH-Homer,43027,43027
OH-Homerville,44235,44235
OH-Homeworth,44634,44634
OH-Hooven,45033,45033
OH-Hopedale,43976,43976
OH-Hopewell,43746,43746
